project_id,project_status,project_name,street_number,street_name,street_type,zip_code,block,lot,city_analysis_neighborhood,planning_neighborhood,lead_agency,program_area,project_area,project_type,housing_tenure,estimated_actual_construction_start_date,project_lead_sponsor,planning_case_number,planning_entitlements,entitlement_approval,building_permit_number,project_units,affordable_units,market_rate_units,affordable,sro_units,studio_units,_1bd_units,_2bd_units,_3bd_units,_4bd_units,_5_bd_units,mobility_units,manager_units,manager_unit_s_type,family_units,senior_units,tay_units,homeless_units,disabled_units,losp_units,public_housing_replacement_units,latitude,longitude,location,estimated_construction_completion,bedrooms_to_be_determined,project_owner,project_co_sponsor
2020-039a,(3) Design with Entitlements Approved,1051 3rd St (Mission Rock Parcel F),1051,3rd,St,94158.0,8719A,4,Mission Bay,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2022-10-25T00:00:00.000,,2013.0208PHA,,2020-10-26T00:00:00.000,201910073784,258,97,161,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7738619,-122.3896234,"{
  ""location"": {
    ""latitude"": ""37.7738619"",
    ""longitude"": ""-122.3896234""
  }
}",,,,
2020-039b,(5) First Construction Document Issued,1023 3rd St (Mission Rock Parcel A),1011,3rd,St,94158.0,8719B,2,Mission Bay,South of Market,MOHCD,Inclusionary Housing Program,Mission Bay,New Construction,Rental,,,2013.0208PHA,,,201910073782,283,102,181,36.0,0,8,58,31,5,0,0,0,0,0,0,0,0,0,0,0,0,37.77535,-122.3898,"{
  ""location"": {
    ""latitude"": ""37.77535"",
    ""longitude"": ""-122.3898""
  }
}",,,,
2014-025,(3) Design with Entitlements Approved,Schlage Project,,,,94134.0,"5087, 5099, 5100, 5101, 5102, 5107","003, 003A, 014, 002, 003, 010, 006, 007, 009, 001",Visitacion Valley,Visitacion Valley,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2016-08-31T00:00:00.000,,2006.1308,"2006.1308E,2006.1308E_3,2006.1308E_5,2006.1308M,2006.1308R,2006.1308R_3,2006.1308T,2006.1308U,2006.1308U_3,2006.1308U_5,2006.1308U_7,2006.1308W,2006.1308Z",2014-09-02T00:00:00.000,,1679,168,1511,10.0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,37.71031638,-122.4035186,"{
  ""location"": {
    ""latitude"": ""37.71031638"",
    ""longitude"": ""-122.4035186""
  }
}",,168.0,,
2018-052a,(5) First Construction Document Issued,SFHA Scattered Sites - Noriega,4101,Noriega,St,94122.0,2085,1,Sunset/Parkside,Outer Sunset,MOHCD,Multifamily Securities Program,Not in an OCII Project Area,Rehabilitation,Rental,2022-02-14T00:00:00.000,Mission Housing Development Corporation,2021-008229PRJ,,,202110130352,8,8,0,100.0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,8,37.7527242,-122.5077699,"{
  ""location"": {
    ""latitude"": ""37.7527242"",
    ""longitude"": ""-122.5077699""
  }
}",2023-03-01T00:00:00.000,,"MHDC New Map, L.P.",
2018-052b,(5) First Construction Document Issued,SFHA Scattered Sites - Great Hwy,2206-2268,Great,Hwy,94116.0,2301,6,Sunset/Parkside,Parkside,MOHCD,Multifamily Securities Program,Not in an OCII Project Area,Rehabilitation,Rental,2022-02-14T00:00:00.000,,2021-008229PRJ,,,,16,15,1,94.0,0,0,0,6,10,0,0,0,1,3 bd,0,0,0,0,0,0,15,37.7452217,-122.5072882,"{
  ""location"": {
    ""latitude"": ""37.7452217"",
    ""longitude"": ""-122.5072882""
  }
}",2023-02-16T00:00:00.000,,,
2016-015,(7) On-Hold / Planning Approval Expired,Padre Palou,3400,16th,St,94114.0,3558,113,Castro/Upper Market,Castro/Upper Market,MOHCD,Multifamily Securities Program,Not in an OCII Project Area,Rehabilitation,Rental,,Mercy Housing CA,Not Applicable,,,9201163,18,18,0,100.0,0,0,0,0,0,0,0,0,1,2bd,18,0,0,0,0,0,0,37.7646957,-122.4290308,"{
  ""location"": {
    ""latitude"": ""37.7646957"",
    ""longitude"": ""-122.4290308""
  }
}",,,"16th and Church Street Associates, LP",
2018-052d,(5) First Construction Document Issued,SFHA Scattered Sites - Noe,363,Noe,St,94114.0,3564,70,Castro/Upper Market,Castro/Upper Market,MOHCD,Multifamily Securities Program,Not in an OCII Project Area,Rehabilitation,Rental,2022-02-14T00:00:00.000,Mission Housing Development Corporation,2021-008229PRJ,,,,21,20,1,95.0,0,19,2,0,0,0,0,3,1,1 bd,0,0,0,0,0,0,20,37.763241,-122.4326933,"{
  ""location"": {
    ""latitude"": ""37.763241"",
    ""longitude"": ""-122.4326933""
  }
}",,,,
2018-010a,(5) First Construction Document Issued,South Park Scattered Sites - Gran Oriente Filipino,106,South Park,St,94107.0,3775,58,Financial District/South Beach,South of Market,MOHCD,Multifamily Securities Program,Not in an OCII Project Area,Rehabilitation,Rental,2020-07-01T00:00:00.000,Mission Housing Development Corporation,Not Applicable,,,201912189921,22,22,0,100.0,22,0,0,0,0,0,0,2,0,0,22,0,0,22,0,0,0,37.7817346,-122.3944338,"{
  ""location"": {
    ""latitude"": ""37.7817346"",
    ""longitude"": ""-122.3944338""
  }
}",2022-03-01T00:00:00.000,,Mission Housing Development Corporation,
2018-052c,(5) First Construction Document Issued,SFHA Scattered Sites - Randolph,200,Randolph,St,94132.0,7089,49,Oceanview/Merced/Ingleside,Ocean View,MOHCD,Multifamily Securities Program,Not in an OCII Project Area,Rehabilitation,Rental,2022-02-14T00:00:00.000,Mission Housing Development Corporation,2021-008229PRJ,,,202103237113,16,15,1,94.0,0,0,0,8,6,2,0,1,1,2 bd,0,0,0,0,0,0,15,37.7144575,-122.4648136,"{
  ""location"": {
    ""latitude"": ""37.7144575"",
    ""longitude"": ""-122.4648136""
  }
}",2023-03-01T00:00:00.000,,,
2016-105,(1) Preliminary Phase,"CP-02 ""Infield"" Senior",,,,94124.0,,,Bayview Hunters Point,Bayview,OCII,OCII Inclusionary Rental Program,Candlestick Point,New Construction,Rental,2022-09-01T00:00:00.000,,Not Applicable,,,,105,104,1,99.0,0,0,0,0,0,0,0,0,0,1,0,104,0,0,0,0,0,37.71356453,-122.3842862,"{
  ""location"": {
    ""latitude"": ""37.71356453"",
    ""longitude"": ""-122.3842862""
  }
}",,104.0,,
2016-134,(1) Preliminary Phase,"CP-02 ""Outfield""",,,,94124.0,,,Bayview Hunters Point,Bayview,OCII,OCII Inclusionary Rental Program,Candlestick Point,New Construction,Rental,2022-04-01T00:00:00.000,,,,,,579,58,521,10.0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,37.71352981,-122.3852159,"{
  ""location"": {
    ""latitude"": ""37.71352981"",
    ""longitude"": ""-122.3852159""
  }
}",,,,
2016-133,(2) Predevelopment Feasibility,Transbay Block 4 (Podium),,,,,,,Financial District/South Beach,South of Market,OCII,OCII Inclusionary Rental Program,Transbay,New Construction,Rental,2023-09-01T00:00:00.000,,Not Applicable,,,,202,202,0,100.0,0,22,75,84,21,0,0,0,1,2bd,201,0,0,0,0,0,0,37.79000867,-122.393508,"{
  ""location"": {
    ""latitude"": ""37.79000867"",
    ""longitude"": ""-122.393508""
  }
}",2027-09-01T00:00:00.000,,,
2016-132,(1) Preliminary Phase,"HPSY, Block 1 (Rental)",,,,94124.0,,,Bayview Hunters Point,Bayview,OCII,OCII Inclusionary Rental Program,HP Shipyard Phase 1,New Construction,Rental,2021-07-01T00:00:00.000,,Not Applicable,,,,174,18,156,10.0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,37.72949706,-122.3702246,"{
  ""location"": {
    ""latitude"": ""37.72949706"",
    ""longitude"": ""-122.3702246""
  }
}",,,,
2019-009,(2) Predevelopment Feasibility,4200 Third Street,4200,3rd,St,94124.0,,,Bayview Hunters Point,Bayview,OCII,OCII Inclusionary Rental Program,Bayview Hunters Point,New Construction,Rental,,,,,,,85,17,68,20.0,0,4,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,37.7397622,-122.3891799,"{
  ""location"": {
    ""latitude"": ""37.7397622"",
    ""longitude"": ""-122.3891799""
  }
}",,,,
2016-108,(2) Predevelopment Feasibility,Transbay Block 4 (Tower),,,,94105.0,,,Financial District/South Beach,South of Market,OCII,OCII Inclusionary Rental Program,Transbay,New Construction,Rental,2023-09-01T00:00:00.000,,Not Applicable,,,,324,105,219,32.0,0,12,47,34,12,0,0,0,0,0,105,0,0,0,0,0,0,37.79000867,-122.393508,"{
  ""location"": {
    ""latitude"": ""37.79000867"",
    ""longitude"": ""-122.393508""
  }
}",2027-09-01T00:00:00.000,,,
2018-051,(4) Site Work Permit Issued,4101 3rd St,4101,3rd,St,94124.0,5260,1,Bayview Hunters Point,Bayview,OCII,OCII Inclusionary Rental Program,Bayview Hunters Point,New Construction,Rental,,,Not Applicable,,,201912179714,35,5,30,14.0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7399595,-122.3885466,"{
  ""location"": {
    ""latitude"": ""37.7399595"",
    ""longitude"": ""-122.3885466""
  }
}",,,,
2020-025,(4) Site Work Permit Issued,4128 3rd St,4128,3rd,St,94124.0,5260,36,Bayview Hunters Point,Bayview,OCII,OCII Inclusionary Rental Program,Bayview Hunters Point,New Construction,Ownership,2025-04-06T00:00:00.000,,,,2020-04-07T00:00:00.000,201908068085,8,1,7,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7399584,-122.3891717,"{
  ""location"": {
    ""latitude"": ""37.7399584"",
    ""longitude"": ""-122.3891717""
  }
}",,,,
